name,scholarid
Tuan V. M. Le,dkt80HIAAAAJ
Tuba Yavuz-Kahveci,NOSCHOLARPAGE
Tucker Balch,jM1cT4QAAAAJ
Tucker Hermans,VbMNUXoAAAAJ
Tucker R. Balch,jM1cT4QAAAAJ
Tudor Dumitras,f6terwoAAAAJ
Tue Herlau,NOSCHOLARPAGE
Tugkan Tuglular,5FyBmLkAAAAJ
Tugrul Dayar,DbcIFDQAAAAJ
Tulika Mitra,ajeWJ4UAAAAJ
Tun Lu,VYEL_GQAAAAJ
Tuna Tugcu,aN_VUtQAAAAJ
Tung Nguyen,NOSCHOLARPAGE
Tunga Gungor,oymuGoYAAAAJ
Tunga Güngör,oymuGoYAAAAJ
Tuo Zhao,EJXN6tYAAAAJ
Tuomas Aura,izj4P5gAAAAJ
Tuomas Sandholm,0DpK1EMAAAAJ
Turgay Korkmaz,yBuIVfIAAAAJ
Tushar Jain,RPol2lkAAAAJ
Tushar Krishna,P__ztgcAAAAJ
Tuvi Etzion,dnM-TsAAAAAJ
Tyler Moore,JtTsVAkAAAAJ
Tyler W. Moore,JtTsVAkAAAAJ
Tyrone E. Duncan,NOSCHOLARPAGE
Tze Sing Eugene Ng,P07ZE9sAAAAJ
Tze-Yun Leong,GJXdZuwAAAAJ
Tzonelih Hwang,NOSCHOLARPAGE
Tzu-Chien Hsiao,JPMrsz0AAAAJ
Tõnu Tamme,076eOUoAAAAJ
Tülay Adali,KgjUnawAAAAJ
U Kang,NVTb6RYAAAAJ
U. Ramakrishna,3qZCtWYAAAAJ
Ubbo Visser,qTIlMmYAAAAJ
Udantha R. Abeyratne,mccLWM4AAAAJ
Udantha Ranjith Abeyratne,NOSCHOLARPAGE
Uday Bondhugula,cwo0elIAAAAJ
Uday P. Khedker,mMX9vxkAAAAJ
Udaya Parampalli,dT9UeiAAAAAJ
Ueli M. Maurer,TSsq3GMAAAAJ
Ueli Maurer,TSsq3GMAAAAJ
Uffe Høgsbro Thygesen,NOSCHOLARPAGE
Uffe Kjærulff,NOSCHOLARPAGE
Ufuk Celikcan,CH-5yWQAAAAJ
Ugo Buy,8sz_AGoAAAAJ
Ugo Montanari,NOSCHOLARPAGE
Ugo Vaccaro,TSpglVcAAAAJ
Ugur Dogrusoz,C79osIsAAAAJ
Ugur Dogrusöz,C79osIsAAAAJ
Ugur Güdükbay,qbE6pMIAAAAJ
Ugur Çetintemel,NOSCHOLARPAGE
Uichin Lee,Sc2pBzYAAAAJ
Ulas Bagci,9LUdPM4AAAAJ
Ulf Assarsson,zfI86n8AAAAJ
Ulf Leser,VKfq59gAAAAJ
Uli Sattler,NOSCHOLARPAGE
Uli Sorger,NOSCHOLARPAGE
Uli Wagner,9sN4N1wAAAAJ
Ullrich Hustadt,Waf2HIoAAAAJ
Ulrich Günther,NOSCHOLARPAGE
Ulrich K. Sorger,NOSCHOLARPAGE
Ulrich Kremer,NOSCHOLARPAGE
Ulrich Neumann,NOSCHOLARPAGE
Ulrich Schmid 0001,NOSCHOLARPAGE
Ulrich Sorger,NOSCHOLARPAGE
Ulrich Speidel,NOSCHOLARPAGE
Ulrik Larsen,Z3FXuI0AAAAJ
Ulrik Nyman,Z3FXuI0AAAAJ
Ulrik Schroeder,8EYyC1MAAAAJ
Ulrike Lechner,OzCAdaMAAAAJ
Ulrike Meyer,y9RHiq0AAAAJ
Ulrike Sattler,NOSCHOLARPAGE
Ulrike Stege,1Zp5jw8AAAAJ
Ulrike von Luxburg,mMifMdoAAAAJ
Uluc Saranli,-P5r-S0AAAAJ
Ulug Bayazit,NOSCHOLARPAGE
Ulugbek Kamilov,3qYUSDwAAAAJ
Ulugbek S. Kamilov,3qYUSDwAAAAJ
Uluç Saranli,-P5r-S0AAAAJ
Umakishore Ramachandran,J1tqbNAAAAAJ
Umang Bhaskar,NOSCHOLARPAGE
Umberto Villano,TDSUcuIAAAAJ
Umesh Bellur,WnjGMjIAAAAJ
Umesh V. Vazirani,NOSCHOLARPAGE
Umut A. Acar,wJ4NywgAAAAJ
Un-Ku Moon,NOSCHOLARPAGE
Uno Holmer,NOSCHOLARPAGE
Upulee Kanewala,WIG-usAAAAAJ
Uri C. Weiser,ctN8BtoAAAAJ
Uri M. Ascher,eX08ztMAAAAJ
Uri Shalit,aeGDj-IAAAAJ
Uri Wilensky,NOSCHOLARPAGE
Uri Zwick,wwkJvoMAAAAJ
Urs Hengartner,FPSbtssAAAAJ
Ursula H. Augsdörfer,JmsBIc8AAAAJ
Ursula Martin,dM-hgFkAAAAJ
Usman R. Alim,bTkaKOcAAAAJ
Usman W. Roshan,8GkpkAIAAAAJ
Uta Hinrichs,kGPAR0YAAAAJ
Utku Kalay,NOSCHOLARPAGE
Uvais A. Qidwai,_-GqsbMAAAAJ
Uvais Qidwai,_-GqsbMAAAAJ
Uwe Aickelin,aQTBV2wAAAAJ
Uwe Assmann,KiiBpMgAAAAJ
Uwe Aßmann,KiiBpMgAAAAJ
Uwe Baumgarten,NOSCHOLARPAGE
Uwe D. Hanebeck,q-f3ITAAAAAJ
Uwe Egly,NOSCHOLARPAGE
Uwe Glässer,NOSCHOLARPAGE
Uwe M. Borghoff,Xn-P8FwAAAAJ
Uwe Naumann,vRVzEDMAAAAJ
Uwe Nestmann,8zjcWf0AAAAJ
Uwe Petersohn,NOSCHOLARPAGE
Uwe R. Zimmer,NOSCHOLARPAGE
Uwe Reyle,NOSCHOLARPAGE
Uwe Röhm,hJjASywAAAAJ
Uwe Zdun,jLm9DCkAAAAJ
Uwe Zimmer,NOSCHOLARPAGE
Uyen Trang Nguyen,eo1FpKIAAAAJ
V. John Mathews,NOSCHOLARPAGE
V. K. Prasanna Kumar,4FQXSP8AAAAJ
V. Kamakoti,n_Ck-8UAAAAJ
V. Krishna Nandivada,kbgu7ccAAAAJ
V. N. Muralidhara,qYHo_C4AAAAJ
V. N. Venkatakrishnan,6enh82kAAAAJ
V. Ramasubramanian,Eb87kPkAAAAJ
V. S. Anil Kumar 0001,MNJ-E9UAAAAJ
V. S. Lakshmanan,_RCsaOsAAAAJ
V. S. Subrahmanian,PLt9wB8AAAAJ
V. Sridhar,NOSCHOLARPAGE
V. Sriram Siddhardh Nadendla,_xQ3PSoAAAAJ
V. Susheela Devi,NOSCHOLARPAGE
V. Vijaya Saradhi,1DpQo5AAAAAJ
V. Vinod,a8jIPIkAAAAJ
V. Wiktor Marek,NOSCHOLARPAGE
Vaclav Prenosil,DFSqdsEAAAAJ
Vadim Bulitko,a93MQNQAAAAJ
Vadim E. Levit,iAIwEeAAAAAJ
Vagelis Hristidis,nKR2tGvMLFMC
Vagelis Papalexakis,2P1kinAAAAAJ
Vagn Lundsgaard Hansen,NOSCHOLARPAGE
Vagner S. Rosa,NOSCHOLARPAGE
Vagner Santos Da Rosa,NOSCHOLARPAGE
Vahid Behbood,knsojo8AAAAJ
Vaidy S. Sunderam,NOSCHOLARPAGE
Vaithianathan Mani Venkatasubramanian,NOSCHOLARPAGE
Val Breazu-Tannen,NOSCHOLARPAGE
Val Tannen,NOSCHOLARPAGE
Valdis Berzins,NOSCHOLARPAGE
Valentina A. M. Tamma,tYimqvsAAAAJ
Valentina Boeva,f196u4IAAAAJ
Valentine Kabanets,NOSCHOLARPAGE
Valeria Bertacco,IXiAPMoAAAAJ
Valerie E. Taylor,UUWrt60AAAAJ
Valerie King,XS-XGGoAAAAJ
Valerio Pascucci,Wh-qjBsAAAAJ
Valerio Selis,PeaYlmIAAAAJ
Valeriu Breazu,NOSCHOLARPAGE
Valmir C. Barbosa,NOSCHOLARPAGE
Valmir Carneiro Barbosa,NOSCHOLARPAGE
Valtteri Niemi,epkVo2cAAAAJ
Vambola Leping,NOSCHOLARPAGE
Vana Kalogeraki,2lpWTDYAAAAJ
Vandana Agarwal,NOSCHOLARPAGE
Vander Alves,b-u7SxQAAAAJ
Vanderlei Bonato,zpk7tC0AAAAJ
Vanessa Braganholo,QT9-AZ4AAAAJ
Vanessa Braganholo Murta,QT9-AZ4AAAAJ
Vanessa J. Teague,3CVS_xYAAAAJ
Vanessa P. Braganholo,QT9-AZ4AAAAJ
Vanessa Teague,3CVS_xYAAAAJ
Vanessa de Paula Braganholo,QT9-AZ4AAAAJ
Vangelis Markakis,NOSCHOLARPAGE
Varmo Vene,AR7YQTUAAAAJ
Varol Akman,NOSCHOLARPAGE
Varsha Apte,g2oLiH4AAAAJ
Varun Chandola,07Z4HAQAAAAJ
Varun Dutt,jly9u8AAAAAJ
Varun Kanade,NOSCHOLARPAGE
Vasant G. Honavar,pD_y458AAAAJ
Vasco Amaral,p6lbgbAAAAAJ
Vasco Brattka,BlPeOrIAAAAJ
Vasco M. Manquinho,vG7Gj6QAAAAJ
Vasco Miguel Moreira do Amaral,p6lbgbAAAAAJ
Vasco Moreira Amaral,p6lbgbAAAAAJ
Vasco T. Vasconcelos,dsRKl04AAAAJ
Vasco Thudichum Vasconcelos,dsRKl04AAAAJ
Vashek Matyas,x6uv-rkAAAAJ
Vashek Matyás,x6uv-rkAAAAJ
Vasile Rus,k8jqnc8AAAAJ
Vasileios P. Kemerlis,tkb2YWQAAAAJ
Vasiliki Kalavri,8VMnu5IAAAAJ
Vasiliki Kantere,av8jooQAAAAJ
Vasilios A. Siris,Vj3O0cEAAAAJ
Vasilis Gkatzelis,0VBRRRoAAAAJ
Vasilis Pavlidis,NOSCHOLARPAGE
Vasilis Vassalos,oaM-d7QAAAAJ
Vaskar Raychoudhury,Jzs-63AAAAAJ
Vassil Roussev,dOcAjLEAAAAJ
Vassilevska Williams,Wph6P_IAAAAJ
Vassilios G. Vassilakis,-OzxgUwAAAAJ
Vassilios Tzerpos,YGy4F6oAAAAJ
Vassilios Vassalos,oaM-d7QAAAAJ
Vassilis Athitsos,RRmQyu8AAAAJ
Vassilis Christophides,KolmTncAAAAJ
Vassilis J. Tsotras,fUTN90MAAAAJ
Vassilis Kostakos,JnWGV4kAAAAJ
Vassilis Zikas,bsFxGUIAAAAJ
Vassilis Zissimopoulos,NOSCHOLARPAGE
Vasso Stylianou,r3lEY48AAAAJ
Vassos Hadzilacos,NOSCHOLARPAGE
Vassos Soteriou,nUC16KUAAAAJ
Vasudeva Varma,9OFvbfcAAAAJ
Vedrana Andersen Dahl,NOSCHOLARPAGE
Veit Hagenmeyer,VQ70NaMAAAAJ
Veli Hakkoymaz,TCKUg1QAAAAJ
Veli Mäkinen,jGsexkoAAAAJ
Venera Arnaoudova,PnqiKhgAAAAJ
Venkat Anantharam,NOSCHOLARPAGE
Venkat Chandrasekaran,NOSCHOLARPAGE
Venkat N. Venkatakrishnan,6enh82kAAAAJ
Venkata Sriram Siddhardh Nadendla,_xQ3PSoAAAAJ
Venkata Yaramasu,9WeLp14AAAAJ
Venkatachalam Anantharam,NOSCHOLARPAGE
Venkataramana Badarla,r8QoCG4AAAAJ
Venkatesan Guruswami,Es6jE1kAAAAJ
Venkatesh Choppella,fGj4T74AAAAJ
Venkatesh Prasad Ranganath,efsT3ykAAAAJ
Venkatesh Raman 0001,NOSCHOLARPAGE
Venkatesh Saligrama,S4z3uzMAAAAJ
Venkatesh Srinivasan 0001,xn6BVdoAAAAJ
Venkatesh-Prasad Ranganath,efsT3ykAAAAJ
Venu Govindaraju,ruIgbscAAAAJ
Venugopal Govindaraju,ruIgbscAAAAJ
Vera Chung,NOSCHOLARPAGE
Verena Kantere,av8jooQAAAAJ
Verena Rieser,4c2k2LEAAAAJ
Verena V. Hafner,BgeNFyEAAAAJ
Verena Vanessa Hafner,BgeNFyEAAAAJ
Vern Paxson,HvwPRJ0AAAAJ
Vernon Rego,NOSCHOLARPAGE
Vero Vanden Abeele,4ujvHaEAAAAJ
Veronica Teichrieb,6YwOT_QAAAAJ
Veronika A. Vanden Abeele,4ujvHaEAAAAJ
Verónica Becher,_7APZ6sAAAAJ
Vesal Vojdani,A0W8Z_kAAAAJ
Viacheslav Fofanov,FzbNWs4AAAAJ
Vibhav Gogate,pm_dg3cAAAAJ
Vic Ciesielski,NOSCHOLARPAGE
Vicente Ordonez,TtA_j4YAAAAJ
Vicente Ordóñez Román,TtA_j4YAAAAJ
Vicki Allan,GkiodTgAAAAJ
Vicki L. Hanson,my5lwzIAAAAJ
Victor B. Zordan,NyY8ztoAAAAJ
Victor Ciesielski,NOSCHOLARPAGE
Victor Fragoso,7XBDDigAAAAJ
Victor Frost,0E00iT0AAAAJ
Victor J. Milenkovic,NOSCHOLARPAGE
Victor Jauregui,NOSCHOLARPAGE
Victor Milenkovic,NOSCHOLARPAGE
Victor Pan,9-i5_74AAAAJ
Victor Rivera,FxdRLcIAAAAJ
Victor S. Frost,0E00iT0AAAAJ
Victor Shoup,H4cQsHAAAAAJ
Victor Vianu,CK_GLC8AAAAJ
Victor W. Marek,NOSCHOLARPAGE
Victor W. Zue,uvsx5WUAAAAJ
Victor Winter,2uaYe_oAAAAJ
Victor Y. Pan,9-i5_74AAAAJ
Victor Zamaraev,HpS4Y2wAAAAJ
Victor Zue,uvsx5WUAAAAJ
Victor de Boer,9Ck790YAAAAJ
Victoria Interrante,vQQOZVgAAAAJ
Victoria Stodden,LWw60SgAAAAJ
Vida Dujmovic,NOSCHOLARPAGE
Viera K. Proulx,NOSCHOLARPAGE
Viet Tung Hoang,ggcCMuIAAAAJ
Viggo Kann,4Fexy5ml2cMC
Vijay Chidambaram,KlpusxAAAAAJ
Vijay Ganesh,YP23eR0AAAAJ
Vijay Kumar 0001,h6h5FdoAAAAJ
Vijay Kumar 0002,NOSCHOLARPAGE
Vijay Nagarajan,xQYIFX0AAAAJ
Vijay Natarajan,yePyztMAAAAJ
Vijay Shanker,O1l6JGkAAAAJ
Vijay V. Vazirani,NOSCHOLARPAGE
Vijaya Ramachandran,thajK3gAAAAJ
Vijayakrishnan Nagarajan,NOSCHOLARPAGE
Vijaykrishnan Narayanan,UyeTBeoAAAAJ
Vijey Thayananthan,Ef5xnQwAAAAJ
Vikas Singh,d32BmwcAAAAJ
Vikram Goyal,YJaVmSwAAAAJ
Vikram Pudi,jH79pJkAAAAJ
Vikram S. Adve,VbruE20AAAAJ
Vikram Sharma 0001,NOSCHOLARPAGE
Vikraman Arvind,NOSCHOLARPAGE
Viktor Gruev,WV7XovQAAAAJ
Viktor K. Prasanna,4FQXSP8AAAAJ
Viktor Kuncak,kmoklesAAAAJ
Viktor Leis,qFOwPNQAAAAJ
Viktor Vafeiadis,kysdyH4AAAAJ
Viktor de Boer,9Ck790YAAAAJ
Viktoria Fodor,SLqhiSQAAAAJ
Viktoria Pammer,muJor3MAAAAJ
Viktoria Pammer-Schindler,muJor3MAAAAJ
Ville Mustonen,ppkud30AAAAJ
Vimal Kumar 0001,N_xTKpAAAAAJ
Vinay J. Ribeiro,XxeF6MkAAAAJ
Vinay Namboodiri,JyHi9OoAAAAJ
Vinay P. Namboodiri,JyHi9OoAAAAJ
Vinayak Naik,HF7IPeQAAAAJ
Vinayak S. Naik,HF7IPeQAAAAJ
Vincent A. W. M. M. Aleven,ztkfnCsAAAAJ
Vincent Aleven,ztkfnCsAAAAJ
Vincent Aranega,c_Lv5PEAAAAJ
Vincent Bindschaedler,uJMkuykAAAAJ
Vincent C. S. Lee,nP5UPKsAAAAJ
Vincent Cheng-Siong Lee,nP5UPKsAAAAJ
Vincent Conitzer,juRk4lQAAAAJ
Vincent Danos,Q0aaJVUAAAAJ
Vincent Gramoli,Fv7ZfN8AAAAJ
Vincent Lefèvre,NOSCHOLARPAGE
Vincent Lepetit,h0a5q3QAAAAJ
Vincent Liu,z84dqmcAAAAJ
Vincent Naessens,Bkf8cMYAAAAJ
Vincent Ng,4UyniXYAAAAJ
Vincent Oria,PlgV6FwAAAAJ
Vincent Rijmen,zBQxZrcAAAAJ
Vincent S. Tseng,DFjmS6AAAAAJ
Vincent W. Freeh,tqH2I-4AAAAJ
Vincent Y. Shen,NOSCHOLARPAGE
Vincent Yun Shen,NOSCHOLARPAGE
Vincenzo Ambriola,NOSCHOLARPAGE
Vincenzo Auletta,NOSCHOLARPAGE
Vincenzo Caglioti,NOSCHOLARPAGE
Vincenzo Carletti,1iQtvdsAAAAJ
Vincenzo Deufemia,HwOcqO8AAAAJ
Vincenzo Gervasi,4nMaoMEAAAAJ
Vincenzo Iovino,ALo6sX8AAAAJ
Vincenzo Liberatore,NOSCHOLARPAGE
Vincenzo Loia,izBsqU4AAAAJ
Vincenzo Mancuso,ydSIhokAAAAJ
Vincenzo Massimiliano Gulisano,NOSCHOLARPAGE
Vineet Bafna,NzQu5SwAAAAJ
Vineet Gandhi,PVlBz8oAAAAJ
Vineeth Balasubramanian,7soDcboAAAAJ
Vineeth N. Balasubramanian,7soDcboAAAAJ
Vineeth Nallure Balasubramanian,7soDcboAAAAJ
Vinhthuy Phan,ZeYNKGcAAAAJ
Vinhthuy T. Phan,ZeYNKGcAAAAJ
Vinicius C. Garcia,qPQabK4AAAAJ
Vinicius Cardoso Garcia,qPQabK4AAAAJ
Vinicius Menezes de Oliveira,NQfy0ioAAAAJ
Vinnie Monaco,iG64YJUAAAAJ
Vinod Achutavarrier Prasad,NOSCHOLARPAGE
Vinod Ganapathy,wrzZzwYAAAAJ
Vinod K. Kulathumani,nzH29FgAAAAJ
Vinod M. Prabhakaran,NOSCHOLARPAGE
Vinod Vaikuntanathan,a8jIPIkAAAAJ
Vinodchandran Variyam,NOSCHOLARPAGE
Vinícius Fernandes dos Santos,KNe4ZD0AAAAJ
Vinícius Menezes de Oliveira,NQfy0ioAAAAJ
Viola Schiaffonati,oAljVVUAAAAJ
Violet R. Syrotiuk,NOSCHOLARPAGE
Viorica Sofronie,aFGMdHQAAAAJ
Viorica Sofronie-Stokkermans,aFGMdHQAAAAJ
Vipin Chaudhary,vJbjqpIAAAAJ
Vipin Kumar,BnxU9TEAAAAJ
Vipul Goyal,BYLsgysAAAAJ
Vir V. Phoha,NOSCHOLARPAGE
Vir Virander Phoha,NOSCHOLARPAGE
Virendra C. Bhavsar,fMno_04AAAAJ
Virendra Singh Shekhawat,NOSCHOLARPAGE
Virendrakumar C. Bhavsar,fMno_04AAAAJ
Virgil D. Gligor,NOSCHOLARPAGE
Virgil Gligor,NOSCHOLARPAGE
Virginia Giorno,H_qvxrIAAAAJ
Virginia Smith,bldHpWIAAAAJ
Virginia Torczon,NOSCHOLARPAGE
Virginia Vassilevska,Wph6P_IAAAAJ
Virginia Vassilevska Williams,Wph6P_IAAAAJ
Virginie Fresse,NOSCHOLARPAGE
Virgílio A. F. Almeida,sPKpIPwAAAAJ
Virgílio Augusto Fernandes Almeida,sPKpIPwAAAAJ
Virpi Roto,KntdFBMAAAAJ
Vishal Garg,vyH26MIAAAAJ
Vishal Misra,9hPnkXsAAAAJ
Vishy Vishwanathan,tqcSvFIAAAAJ
Vitaliy Kurlin,mtz3cigAAAAJ
Vitaly Shmatikov,NOSCHOLARPAGE
Vitaly Skachek,8RF_UF4AAAAJ
Vitor Barbosa C. Souza,OdnhdbkAAAAJ
Vittorio Cortellessa,s4JPUOEAAAAJ
Vittorio Ferrari,4QvYJ00AAAAJ
Vittorio Fuccella,9RFtwkIAAAAJ
Vittorio Limongelli,Kn4NCY4AAAAJ
Vittorio Scarano,7Hc3tzcAAAAJ
Vittorio Zaccaria,SUflUEUAAAAJ
Vivek Chaturvedi,uLCnTDEAAAAJ
Vivek K. Singh,Ef1hJ8IAAAAJ
Vivek Kumar 0001,NOSCHOLARPAGE
Vivek Sarin,4vLOo4wAAAAJ
Vivek Sarkar,XjeIqxYAAAAJ
Vivek Srikumar,TsTUfOIAAAAJ
Vivek Subramanian,j-KcbbAAAAAJ
Viviane Moreira Orengo,NOSCHOLARPAGE
Viviane Pereira Moreira,NOSCHOLARPAGE
Viviane Torres da Silva,9fnrfZsAAAAJ
Vivienne Sze,hNWGC5QAAAAJ
Vlad Rusu,uDBCQR8AAAAJ
Vladik Kreinovich,iern2agAAAAJ
Vladimir A. Kulyukin,NOSCHOLARPAGE
Vladimir B. Bajic,uRmC0DQAAAAJ
Vladimir Braverman,DTthB48AAAAJ
Vladimir Filkov,rzwHnAcAAAAJ
Vladimir I. Pavlovic,bIiB7bUAAAAJ
Vladimir Kolesnikov,1vwuDM4AAAAJ
Vladimir Kolmogorov,BBGlIGQAAAAJ
Vladimir Lifschitz,FuOqWNEAAAAJ
Vladimir Marko Stojanovic,rsGmH38AAAAJ
Vladimir Naumovich Vapnik,NOSCHOLARPAGE
Vladimir Oliveira Di Iorio,NOSCHOLARPAGE
Vladimir Pavlovic,bIiB7bUAAAAJ
Vladimir Rokhlin,Cy4eJqMAAAAJ
Vladimir Stojanovic,rsGmH38AAAAJ
Vladimir Vapnik,NOSCHOLARPAGE
Vladimir Vlassov,X2AfiyAAAAAJ
Vlado Keselj,uDKsmuIAAAAJ
Vlado Menkovski,2s9HUEMAAAAJ
Vlastislav Dohnal,Vmj26i4AAAAJ
Voicu Groza,OwLP6fkAAAAJ
Voicu Popescu,NOSCHOLARPAGE
Voicu Z. Groza,OwLP6fkAAAAJ
Vojislav B. Misic,h8Ue1rcAAAAJ
Vojislav Kecman,2TOvEFoAAAAJ
Vojtech Forejt,osE4CGgAAAAJ
Vojtech Rehák,ecYKcckAAAAJ
Vojtech Rödl,NOSCHOLARPAGE
Volkan Atalay,Dk-ZeFkAAAAJ
Volkan Cevher,hlWhzU8AAAAJ
Volkan Isler,Q5KT-hEAAAAJ
Volker Brendel,w9oekBcAAAAJ
Volker Dellwo,HQlIBz8AAAAJ
Volker Diekert,NOSCHOLARPAGE
Volker H. Franz,g_ByVUYAAAAJ
Volker Haarslev,vzS-bGkAAAAJ
Volker Heun,NOSCHOLARPAGE
Volker Markl,el2k_oIAAAAJ
Volker Müller 0001,NOSCHOLARPAGE
Volker P. Brendel,w9oekBcAAAAJ
Volker Tresp,xIJHTUwAAAAJ
Volodymyr Kuleshov,NOSCHOLARPAGE
Von-Wun Soo,NOSCHOLARPAGE
Vyas Sekar,5V852JcAAAAJ
Víctor A. Braberman,NOSCHOLARPAGE
W. Bastiaan Kleijn,NOSCHOLARPAGE
W. Brent Seales,NOSCHOLARPAGE
W. Eric Wong,d9Y04UwAAAAJ
W. Keith Edwards,QYqwwwcAAAAJ
W. Michelle Harris,NOSCHOLARPAGE
W. Randolph Franklin,YFX36Q8AAAAJ
W. T. Tsai,NOSCHOLARPAGE
Wade Trappe,muk0-U4AAAAJ
Wadee Al-Halabi,NOSCHOLARPAGE
Wadee Alhalabi,NOSCHOLARPAGE
Wadee S. Alhalabi,NOSCHOLARPAGE
Wafaa El-Haweet,NOSCHOLARPAGE
Wagner Meira Jr.,oad6_oEAAAAJ
Wai-Kei Mak,NOSCHOLARPAGE
Wai-Tat Fu,W_KpAMcAAAAJ
Wail Gueaieb,qN4Y3NEAAAAJ
Wajdi Al Jedaibi,NOSCHOLARPAGE
Wakaha Ogata,NOSCHOLARPAGE
Waldemar Celes Filho,i0ECFCEAAAAJ
Waleed Al-Nuaimy,jx45EBEAAAAJ
Walid A. Najjar,H0Y2wgUAAAAJ
Walid G. Aref,vX45evgAAAAJ
Walid Magdy,ACQD8jMAAAAJ
Wallapak Tavanapong,Pnev7hAAAAAJ
Wally Smith,hja_w14AAAAJ
Walter A. Burkhard,NOSCHOLARPAGE
Walter Alexander Pretschner,pBIEpNcAAAAJ
Walter Binder,g0nBOnMAAAAJ
Walter D. Potter,GDkG3T4AAAAJ
Walter F. Mascarenhas,AifN5CUAAAAJ
Walter F. Tichy,23RPQBQAAAAJ
Walter G. Kropatsch,NOSCHOLARPAGE
Walter Guttmann,NOSCHOLARPAGE
Walter J. Savitch,NOSCHOLARPAGE
Walter J. Scheirer,dlV-qnUAAAAJ
Walter L. Ruzzo,n3LTWi8AAAAJ
Walter Oberschelp,NOSCHOLARPAGE
Walter Rudametkin,vJQGm9kAAAAJ
Walter S. Lasecki,ZIExHooAAAAJ
Walter Stephen Lasecki,ZIExHooAAAAJ
Walter Tichy,23RPQBQAAAAJ
Walterio W. Mayol,wzdFhjUAAAAJ
Walterio W. Mayol-Cuevas,wzdFhjUAAAAJ
Wan Fokkink,WTKJx9EAAAAJ
Wan J. Fokkink,WTKJx9EAAAAJ
Wan-Chun Dou,NOSCHOLARPAGE
Wanchun Dou,NOSCHOLARPAGE
Wang Chiew Tan,sOY-wjkAAAAJ
Wang Ping,uRLYksAAAAAJ
Wang Yi 0001,_ynjrUUAAAAJ
Wang-Chien Lee,9OdHL5wAAAAJ
Wang-Chiew Tan,sOY-wjkAAAAJ
Wangdong Yang,NOSCHOLARPAGE
Wangmeng Zuo,rUOpCEYAAAAJ
Wanli Chang,OYcT_B4AAAAJ
Wannida Sae-Tang,6nlcJK8AAAAJ
Wanxiang Che,SVlQ6IEAAAAJ
Warren A. Hunt Jr.,D6fp6_cAAAAJ
Warren B. Powell,vDw80QEAAAAJ
Warren Buckler Powell,vDw80QEAAAAJ
Warren Harrison,IqqDQZsAAAAJ
Waruna Ranasinghe,NOSCHOLARPAGE
Waseem Ahmed,zzzxD7kAAAAJ
Wassim El-Hajj,QidtvQgAAAAJ
Wataru Takano,sVVPProAAAAJ
Wayne B. Hayes,3z4VbdIAAAAJ
Wayne D. Gray,h8ZzTWsAAAAJ
Wayne Eberly,NOSCHOLARPAGE
Wayne Enright,80eenyQAAAAJ
Wayne Goddard,bQYoSuUAAAAJ
Wayne H. Enright,80eenyQAAAAJ
Wayne Luk,F1JYd9UAAAAJ
Wayne M. Eberly,NOSCHOLARPAGE
Wayne R. Dyksen,NOSCHOLARPAGE
Wayne Snyder,uT9_8hcAAAAJ
Wayne Wobcke,NOSCHOLARPAGE
Wayne Xin Zhao,JNhNacoAAAAJ
Webb C. Miller,k9T3V7EAAAAJ
Webb Miller,k9T3V7EAAAAJ
Wee Keong Ng,NOSCHOLARPAGE
Wee Kheng Leow,iCaxtDUAAAAJ
Wee Sun Lee,8PCrLgwAAAAJ
Wei Bao,jINbPEEAAAAJ
Wei Bian,G4xj88UAAAAJ
Wei Chen 0001,EgQyYGUAAAAJ
Wei Chen 0021,NOSCHOLARPAGE
Wei Cheng,Ti3jSj0AAAAJ
Wei Ding 0003,eFeqk8EAAAAJ
Wei Dong 0001,NOSCHOLARPAGE
Wei Gao 0008,NOSCHOLARPAGE
Wei Hu 0003,5oFf8Q4AAAAJ
Wei Hu 0007,iWs168sAAAAJ
Wei Jin 0006,NOSCHOLARPAGE
Wei Le,QjFu7LEAAAAJ
Wei Lee Woon,cmHsRGoAAAAJ
Wei Li 0012,NOSCHOLARPAGE
Wei Li 0022,NOSCHOLARPAGE
Wei Li 0059,tHTIu_EAAAAJ
Wei Liu 0006,KTomENQAAAAJ
Wei Lou,Le8tsTYAAAAJ
Wei Lu 0011,pPInY4UAAAAJ
Wei Lu 0015,v04EazgAAAAJ
Wei Meng 0001,GQmkaMwAAAAJ
Wei Song 0001,yMMjPsoAAAAJ
Wei Tang,GTYEV0cAAAAJ
Wei Tsang Ooi,nFP2ldkAAAAJ
Wei Vivian Liu,KTomENQAAAAJ
Wei Wang 0002,JomuErcAAAAJ
Wei Wang 0009,NOSCHOLARPAGE
Wei Wang 0010,NOSCHOLARPAGE
Wei Wang 0011,NOSCHOLARPAGE
Wei Wang 0028,1y6wxQMAAAAJ
Wei Wang 0030,NOSCHOLARPAGE
Wei Wang 0054,NOSCHOLARPAGE
Wei Wu 0008,NOSCHOLARPAGE
Wei Xu 0004,bD0-KagAAAAJ
Wei Xu 0005,6jN5vScAAAAJ
Wei Xue,iaziYXMAAAAJ
Wei Yang 0013,CEVHpQUAAAAJ
Wei You,tIrmjdoAAAAJ
Wei Yu 0002,jLWO9-0AAAAJ
Wei Zeng,yKYRdd0AAAAJ
Wei Zhang 0004,NOSCHOLARPAGE
Wei Zhang 0016,NOSCHOLARPAGE
